AFGANISTAN	ARTICULOS DE VESTUARIO	61121900	62	5
		62059090	38	30
	INSTRUMENTAL MEDICO Y OTROS	91021900	27	1
	MANUFACTURAS DIVERSAS	85389000	354	1
		85391000	68	3
		85393900	466	11
		96050000	76	6
	VEHICULOS Y MATERIAL DE TRANSPORTE	87112090	569	120
ALBANIA	ARTICULOS DE VESTUARIO	61101100	1,035	20
		61102000	2,144	35
		61103000	2,881	49
		62052000	8,973	165
		62059090	565	9
	CALZADO	64029990	1,800	40
		64039190	18,719	385
		64039990	6,173	128
	HERRAMIENTAS ARTICULOS DE CUCHILLERIA	82079000	4,406	3
	MANUFACTURAS DE PAPEL Y CARTON	48194000	500	24
	MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	84212300	73	7
		84212900	288	29
	PINTURAS Y BARNICES	32041600	5,400	377
	PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA	12119090	1,159	193
	TUBERIA Y SUS ACCESORIOS	84819000	1,124	13
	VEHICULOS Y MATERIAL DE TRANSPORTE	87089900	46	1
ALEMANIA	ABONOS Y FERTILIZANTES	31010000	20,310	7,311
		31022900	105,475	330,300
		31029010	17,649	6,465
		31029090	752	94
		31042000	74	2
		31051000	12,368	612
		31052000	279,972	251,006
		31059000	1,235,321	501,349
	ALIMENTOS PREPARADOS PARA ANIMALES	23099011	99,106	10,057
		23099019	4,095	414
		23099041	59,921	7,366
		23099049	206,811	94,629
	ALUMINIO	76032000	39	1
		76041010	2,208	44
		76041090	1,933	260
		76042910	12,890	1,738
		76042990	395	3
		76061210	3,747	325
		76061291	971,047	193,227
		76071190	14	1
		76071939	72,257	2,731
		76071990	39,550	3,979
		76072011	8,619	1,749
		76072020	157,506	17,212
		76072090	285,435	48,709
		76101000	2,804	374
		76109000	18,729	1,664
		76129090	5,525	317
		76130090	380	5
		76151010	463	25
		76151090	3,265	217
		76152000	627	15
		76161000	1,862	183
		76169910	117	6
		76169920	38,902	2,463
		76169990	47,827	5,237
	ANIMALES VIVOS DE GANADERIA	01012100	8,404	1,121
	ANIMALES VIVOS DIVERSOS	01062000	45	1
	APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	85219000	8,220	861
		85232110	4,250	10
		85232919	335	1
		85232930	5,976	2
		85232940	21	8
		85232953	164	76
		85232959	42	16
		85232960	54,254	4
		85234100	3,823	7
		85234911	168,300	359
		85234912	3,887	90
		85234919	19,143	190
		85234921	221,284	175
		85234929	182,389	1,070
		85235110	21,806	98
		85235120	75,107	106
		85235210	66,248	304
		85235290	1,531	12
		85235920	262	1
		85235930	334	1
		85238011	2,271	116
		85238019	453	7
		85238092	3	1
	APARATOS ELECTROMECANICOS DE USO DOMESTICO	73211110	630	202
		73211190	124	58
		82100090	500	31
		84145100	5,857	884
		84163010	1,189	1
		84169000	19,752	76
		84191900	20,907	546
		84198100	216,171	8,425
		84198900	309,266	16,392
		84199000	192,001	10,168
		84221100	6,236	408
		84231000	24,431	854
		84501100	11,450	755
		84501900	23	3
		84509000	192	5
		84512100	4,729	317
