AFGANISTAN	APARATOS ELECTROMECANICOS DE USO DOMESTICO	85165000	150 	1 
	APARATOS TRANSMISORES Y RECEPTORES	85176200	4,143 	106 
		85184000	150 	1 
	CALZADO	64029990	51 	1 
	HERRAMIENTAS ARTICULOS DE CUCHILLERIA	82021000	90 	1 
	INSTRUMENTAL MEDICO Y OTROS	90189000	262 	36 
	MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	71131100	275 	6 
		71181000	333 	5 
	MANUFACTURAS DIVERSAS	85177000	196 	6 
	MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	85013400	165 	1 
	OTRAS MANUFACTURAS DE METALES COMUNES	83014090	2,000 	50 
	PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA	34031900	294 	77 
	VEHICULOS Y MATERIAL DE TRANSPORTE	87120000	250 	1 
ALBANIA	ARTICULOS DE VESTUARIO	61102000	1,345 	27 
		61103000	670 	12 
		62033300	62 	1 
		62034200	545 	2 
		62034300	359 	3 
		62052000	4,295 	69 
	CALZADO	64039190	16,951 	350 
		64039990	4,801 	96 
		64041990	271 	5 
	HERRAMIENTAS ARTICULOS DE CUCHILLERIA	82034000	839 	57 
		82055110	778 	50 
	MANUFACTURAS DE PAPEL Y CARTON	48194000	640 	42 
	MANUFACTURAS DIVERSAS	85364990	128 	1 
		85369000	65 	1 
	MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	84212900	613 	57 
		84238900	241 	58 
		84799000	643 	11 
	MATERIALES PLASTICOS Y SUS MANUFACTURAS	39241090	2,042 	188 
		85367010	552 	4 
	PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA	12119090	941 	123 
	VEHICULOS Y MATERIAL DE TRANSPORTE	84099100	764 	13 
		87089900	13 	1 
		87141090	423 	6 
ALEMANIA	ABONOS Y FERTILIZANTES	31010000	27,293 	9,003 
		31029010	6,735 	2,222 
		31051000	14,554 	748 
		31052000	812,184 	989,007 
		31053000	46 	1 
		31055100	51,129 	75,345 
		31059000	1,037,384 	400,826 
	ALIMENTOS PREPARADOS PARA ANIMALES	23099011	101,606 	10,351 
		23099041	52,088 	5,815 
		23099049	109,570 	44,490 
	ALUMINIO	76041010	612 	9 
		76041090	15,819 	2,038 
		76042910	8,529 	1,175 
		76042990	64 	1 
		76061291	1,123,405 	228,227 
		76061299	9,846 	1,346 
		76071190	16,317 	3,429 
		76071939	77,893 	3,560 
		76071990	15,914 	1,926 
		76072020	182,756 	21,673 
		76072090	228,999 	60,372 
		76109000	4,816 	292 
		76129090	7,087 	237 
		76130090	3,729 	37 
		76141000	217 	90 
		76149000	91,587 	4,306 
		76151090	738 	46 
		76152000	776 	283 
		76161000	11,381 	1,068 
		76169920	88,142 	6,605 
		76169990	25,789 	4,298 
	ANIMALES VIVOS DE GANADERIA	01012100	16,888 	2,036 
	APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	85193090	969 	74 
		85219000	2,029 	288 
		85232120	4,746 	13 
		85232951	155 	145 
		85232960	355,223 	5 
		85232991	125 	1 
		85232999	9,019 	16 
		85234100	4,769 	6 
		85234911	205,720 	269 
		85234912	5,524 	341 
		85234919	19,305 	309 
		85234921	30,552 	72 
		85234929	18,627 	197 
		85235110	46,821 	195 
		85235120	69,159 	215 
		85235210	108,448 	640 
		85235910	5,374 	44 
		85235920	1,294 	1 
		85238011	826 	36 
		85238019	192 	3 
		85238091	729 	2 
	APARATOS ELECTROMECANICOS DE USO DOMESTICO	73211110	7,546 	610 
		73211190	38 	12 
		73221900	238 	2 
		82100010	290 	15 
		82100090	241 	12 
		84145100	7,877 	595 
		84169000	6,049 	25 
		84182100	324 	149 
		84182990	8,659 	467 
		84191100	18,456 	512 
		84191900	83 	3 
		84198100	73,214 	14,536 
